"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 25 12:41:48 GMT 2024","Sun Aug 25 12:42:05 GMT 2024","17011","Chromium","cart_product.spec.ts","Cart Tests","","","Add Products in Cart",""
"passed","Sun Aug 25 12:41:48 GMT 2024","Sun Aug 25 12:42:29 GMT 2024","40508","Chromium","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Register before Checkout",""
"passed","Sun Aug 25 12:47:21 GMT 2024","Sun Aug 25 12:47:43 GMT 2024","22484","Webkit","user_test_suite.spec.ts","User Tests","","","Login User with correct email and password",""
"passed","Sun Aug 25 12:47:18 GMT 2024","Sun Aug 25 12:47:53 GMT 2024","34755","Microsoft Edge","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Register before Checkout",""
"passed","Sun Aug 25 12:46:58 GMT 2024","Sun Aug 25 12:47:11 GMT 2024","13063","Microsoft Edge","cart_product.spec.ts","Cart Tests","","","Verify Product quantity in Cart",""
"passed","Sun Aug 25 12:47:12 GMT 2024","Sun Aug 25 12:47:48 GMT 2024","36311","Microsoft Edge","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Register while Checkout",""
"passed","Sun Aug 25 12:44:06 GMT 2024","Sun Aug 25 12:44:47 GMT 2024","40945","Firefox","product_page.spec.ts","Product Page Test Suite","","","Search Products and Verify Cart After Login",""
"passed","Sun Aug 25 12:46:02 GMT 2024","Sun Aug 25 12:46:45 GMT 2024","43751","Webkit","product_page.spec.ts","Product Page Test Suite","","","Search Products and Verify Cart After Login",""
"passed","Sun Aug 25 12:47:54 GMT 2024","Sun Aug 25 12:48:12 GMT 2024","18735","Microsoft Edge","product_page.spec.ts","Product Page Test Suite","","","View Category Products",""
"passed","Sun Aug 25 12:44:47 GMT 2024","Sun Aug 25 12:44:56 GMT 2024","9512","Firefox","user_test_suite.spec.ts","User Tests","","","Register User with existing email",""
"passed","Sun Aug 25 12:45:12 GMT 2024","Sun Aug 25 12:46:19 GMT 2024","66875","Webkit","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Login before Checkout",""
"passed","Sun Aug 25 12:45:14 GMT 2024","Sun Aug 25 12:45:26 GMT 2024","11744","Webkit","email_sub.spec.ts","Email Subscription Tests","","","Verify Subscription in home page",""
"passed","Sun Aug 25 12:45:26 GMT 2024","Sun Aug 25 12:45:45 GMT 2024","18935","Webkit","product_page.spec.ts","Product Page Test Suite","","","Verify All Products and product detail page",""
"skipped","Sun Aug 25 12:42:02 GMT 2024","Sun Aug 25 12:42:02 GMT 2024","0","Chromium","contact_us.spec.ts","","","","Contact Us",""
"passed","Sun Aug 25 12:47:48 GMT 2024","Sun Aug 25 12:47:53 GMT 2024","5492","Microsoft Edge","email_sub.spec.ts","Email Subscription Tests","","","Verify Subscription in Cart page",""
"passed","Sun Aug 25 12:42:24 GMT 2024","Sun Aug 25 12:42:43 GMT 2024","18807","Chromium","product_page.spec.ts","Product Page Test Suite","","","View Category Products",""
"passed","Sun Aug 25 12:42:18 GMT 2024","Sun Aug 25 12:42:31 GMT 2024","12667","Chromium","product_page.spec.ts","Product Page Test Suite","","","Search for a Product",""
"passed","Sun Aug 25 12:41:48 GMT 2024","Sun Aug 25 12:42:01 GMT 2024","12877","Chromium","cart_product.spec.ts","Cart Tests","","","Verify Product quantity in Cart",""
"passed","Sun Aug 25 12:44:56 GMT 2024","Sun Aug 25 12:45:12 GMT 2024","16533","Webkit","cart_product.spec.ts","Cart Tests","","","Verify Product quantity in Cart",""
"passed","Sun Aug 25 12:46:35 GMT 2024","Sun Aug 25 12:46:49 GMT 2024","13395","Webkit","user_test_suite.spec.ts","User Tests","","","Login User with incorrect email and password",""
"passed","Sun Aug 25 12:42:31 GMT 2024","Sun Aug 25 12:42:49 GMT 2024","18557","Chromium","user_test_suite.spec.ts","User Tests","","","Login User with correct email and password",""
"passed","Sun Aug 25 12:41:59 GMT 2024","Sun Aug 25 12:42:31 GMT 2024","31734","Chromium","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Login before Checkout",""
"passed","Sun Aug 25 12:47:08 GMT 2024","Sun Aug 25 12:47:19 GMT 2024","11538","Microsoft Edge","cart_product.spec.ts","Cart Tests","","","Remove Products From Cart",""
"passed","Sun Aug 25 12:48:43 GMT 2024","Sun Aug 25 12:49:10 GMT 2024","26972","Webkit","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Register before Checkout",""
"passed","Sun Aug 25 12:42:43 GMT 2024","Sun Aug 25 12:42:49 GMT 2024","5706","Chromium","user_test_suite.spec.ts","User Tests","","","Register User with existing email",""
"passed","Sun Aug 25 12:48:20 GMT 2024","Sun Aug 25 12:48:25 GMT 2024","5145","Microsoft Edge","user_test_suite.spec.ts","User Tests","","","Register User with existing email",""
"passed","Sun Aug 25 12:42:31 GMT 2024","Sun Aug 25 12:42:38 GMT 2024","6743","Chromium","user_test_suite.spec.ts","User Tests","","","Login User with incorrect email and password",""
"skipped","Sun Aug 25 12:45:14 GMT 2024","Sun Aug 25 12:45:14 GMT 2024","1","Webkit","contact_us.spec.ts","","","","Contact Us",""
"passed","Sun Aug 25 12:46:19 GMT 2024","Sun Aug 25 12:46:47 GMT 2024","27554","Webkit","user_test_suite.spec.ts","User Tests","","","Register User",""
"passed","Sun Aug 25 12:42:02 GMT 2024","Sun Aug 25 12:42:10 GMT 2024","8778","Chromium","email_sub.spec.ts","Email Subscription Tests","","","Verify Subscription in home page",""
"passed","Sun Aug 25 12:45:24 GMT 2024","Sun Aug 25 12:45:38 GMT 2024","13735","Webkit","email_sub.spec.ts","Email Subscription Tests","","","Verify Subscription in Cart page",""
"passed","Sun Aug 25 12:48:19 GMT 2024","Sun Aug 25 12:48:34 GMT 2024","15585","Microsoft Edge","user_test_suite.spec.ts","User Tests","","","Logout User",""
"passed","Sun Aug 25 12:44:47 GMT 2024","Sun Aug 25 12:45:12 GMT 2024","25176","Firefox","user_test_suite.spec.ts","User Tests","","","Logout User",""
"passed","Sun Aug 25 12:44:57 GMT 2024","Sun Aug 25 12:45:23 GMT 2024","26477","Webkit","cart_product.spec.ts","Cart Tests","","","Add Products in Cart",""
"passed","Sun Aug 25 12:45:02 GMT 2024","Sun Aug 25 12:46:35 GMT 2024","93153","Webkit","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Register while Checkout",""
"passed","Sun Aug 25 12:47:49 GMT 2024","Sun Aug 25 12:48:04 GMT 2024","15345","Microsoft Edge","product_page.spec.ts","Product Page Test Suite","","","Verify All Products and product detail page",""
"passed","Sun Aug 25 12:42:53 GMT 2024","Sun Aug 25 12:43:05 GMT 2024","12297","Firefox","cart_product.spec.ts","Cart Tests","","","Remove Products From Cart",""
"passed","Sun Aug 25 12:45:45 GMT 2024","Sun Aug 25 12:46:19 GMT 2024","34415","Webkit","product_page.spec.ts","Product Page Test Suite","","","View Category Products",""
"passed","Sun Aug 25 12:46:45 GMT 2024","Sun Aug 25 12:47:03 GMT 2024","17218","Webkit","user_test_suite.spec.ts","User Tests","","","Logout User",""
"passed","Sun Aug 25 12:47:20 GMT 2024","Sun Aug 25 12:47:49 GMT 2024","28768","Microsoft Edge","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Login before Checkout",""
"passed","Sun Aug 25 12:43:28 GMT 2024","Sun Aug 25 12:43:43 GMT 2024","14107","Firefox","product_page.spec.ts","Product Page Test Suite","","","Verify All Products and product detail page",""
"passed","Sun Aug 25 12:44:59 GMT 2024","Sun Aug 25 12:45:12 GMT 2024","12434","Webkit","cart_product.spec.ts","Cart Tests","","","Remove Products From Cart",""
"passed","Sun Aug 25 12:42:11 GMT 2024","Sun Aug 25 12:42:24 GMT 2024","13765","Chromium","product_page.spec.ts","Product Page Test Suite","","","Verify All Products and product detail page",""
"passed","Sun Aug 25 12:42:52 GMT 2024","Sun Aug 25 12:43:07 GMT 2024","15051","Firefox","cart_product.spec.ts","Cart Tests","","","Verify Product quantity in Cart",""
"passed","Sun Aug 25 12:43:56 GMT 2024","Sun Aug 25 12:44:34 GMT 2024","37741","Firefox","product_page.spec.ts","Product Page Test Suite","","","View Category Products",""
"skipped","Sun Aug 25 12:47:44 GMT 2024","Sun Aug 25 12:47:44 GMT 2024","1","Microsoft Edge","contact_us.spec.ts","","","","Contact Us",""
"passed","Sun Aug 25 12:46:54 GMT 2024","Sun Aug 25 12:47:14 GMT 2024","19971","Microsoft Edge","cart_product.spec.ts","Cart Tests","","","Add Products in Cart",""
"passed","Sun Aug 25 12:44:36 GMT 2024","Sun Aug 25 12:44:47 GMT 2024","10143","Firefox","user_test_suite.spec.ts","User Tests","","","Login User with incorrect email and password",""
"passed","Sun Aug 25 12:47:53 GMT 2024","Sun Aug 25 12:48:06 GMT 2024","12887","Microsoft Edge","product_page.spec.ts","Product Page Test Suite","","","Search for a Product",""
"passed","Sun Aug 25 12:42:06 GMT 2024","Sun Aug 25 12:42:18 GMT 2024","12293","Chromium","email_sub.spec.ts","Email Subscription Tests","","","Verify Subscription in Cart page",""
"passed","Sun Aug 25 12:48:12 GMT 2024","Sun Aug 25 12:48:19 GMT 2024","6403","Microsoft Edge","user_test_suite.spec.ts","User Tests","","","Login User with incorrect email and password",""
"passed","Sun Aug 25 12:42:38 GMT 2024","Sun Aug 25 12:42:55 GMT 2024","17749","Chromium","user_test_suite.spec.ts","User Tests","","","Logout User",""
"passed","Sun Aug 25 12:43:02 GMT 2024","Sun Aug 25 12:44:11 GMT 2024","69619","Firefox","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Register while Checkout",""
"passed","Sun Aug 25 12:43:11 GMT 2024","Sun Aug 25 12:43:20 GMT 2024","9748","Firefox","email_sub.spec.ts","Email Subscription Tests","","","Verify Subscription in home page",""
"passed","Sun Aug 25 12:46:47 GMT 2024","Sun Aug 25 12:46:55 GMT 2024","7998","Webkit","user_test_suite.spec.ts","User Tests","","","Register User with existing email",""
"passed","Sun Aug 25 12:43:43 GMT 2024","Sun Aug 25 12:43:56 GMT 2024","13414","Firefox","product_page.spec.ts","Product Page Test Suite","","","Search for a Product",""
"passed","Sun Aug 25 12:45:38 GMT 2024","Sun Aug 25 12:46:02 GMT 2024","23517","Webkit","product_page.spec.ts","Product Page Test Suite","","","Search for a Product",""
"skipped","Sun Aug 25 12:43:10 GMT 2024","Sun Aug 25 12:43:10 GMT 2024","0","Firefox","contact_us.spec.ts","","","","Contact Us",""
"passed","Sun Aug 25 12:48:04 GMT 2024","Sun Aug 25 12:48:20 GMT 2024","15619","Microsoft Edge","user_test_suite.spec.ts","User Tests","","","Register User",""
"passed","Sun Aug 25 12:47:58 GMT 2024","Sun Aug 25 12:48:21 GMT 2024","23179","Microsoft Edge","product_page.spec.ts","Product Page Test Suite","","","Search Products and Verify Cart After Login",""
"passed","Sun Aug 25 12:43:30 GMT 2024","Sun Aug 25 12:44:35 GMT 2024","64899","Firefox","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Login before Checkout",""
"passed","Sun Aug 25 12:44:34 GMT 2024","Sun Aug 25 12:44:54 GMT 2024","20657","Firefox","user_test_suite.spec.ts","User Tests","","","Login User with correct email and password",""
"passed","Sun Aug 25 12:44:19 GMT 2024","Sun Aug 25 12:44:50 GMT 2024","30738","Chromium","product_page.spec.ts","Product Page Test Suite","","","Search Products and Verify Cart After Login",""
"passed","Sun Aug 25 12:41:48 GMT 2024","Sun Aug 25 12:41:58 GMT 2024","10351","Chromium","cart_product.spec.ts","Cart Tests","","","Remove Products From Cart",""
"passed","Sun Aug 25 12:48:06 GMT 2024","Sun Aug 25 12:48:24 GMT 2024","18329","Microsoft Edge","user_test_suite.spec.ts","User Tests","","","Login User with correct email and password",""
"passed","Sun Aug 25 12:44:13 GMT 2024","Sun Aug 25 12:44:50 GMT 2024","37375","Firefox","user_test_suite.spec.ts","User Tests","","","Register User",""
"passed","Sun Aug 25 12:41:48 GMT 2024","Sun Aug 25 12:42:28 GMT 2024","40082","Chromium","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Register while Checkout",""
"passed","Sun Aug 25 12:43:06 GMT 2024","Sun Aug 25 12:44:06 GMT 2024","59547","Firefox","checkout_order.spec.ts","Checkout Order Tests","","","Place Order: Register before Checkout",""
"passed","Sun Aug 25 12:42:29 GMT 2024","Sun Aug 25 12:42:45 GMT 2024","15619","Chromium","user_test_suite.spec.ts","User Tests","","","Register User",""
"passed","Sun Aug 25 12:43:20 GMT 2024","Sun Aug 25 12:43:28 GMT 2024","7929","Firefox","email_sub.spec.ts","Email Subscription Tests","","","Verify Subscription in Cart page",""
"passed","Sun Aug 25 12:42:49 GMT 2024","Sun Aug 25 12:43:10 GMT 2024","20482","Firefox","cart_product.spec.ts","Cart Tests","","","Add Products in Cart",""
"passed","Sun Aug 25 12:47:50 GMT 2024","Sun Aug 25 12:47:58 GMT 2024","7640","Microsoft Edge","email_sub.spec.ts","Email Subscription Tests","","","Verify Subscription in home page",""
